,timestamp,shard,load
163,256.725,5,3.217
164,257.14,2,3.256
165,257.63,3,6.848
166,258.04,3,1.128
167,262.355,2,2.892
168,264.41,2,2.356
169,265.275,1,1.891
170,265.465,2,2.933
171,265.825,2,8.103
172,266.38,3,5.36
173,266.895,3,3.772
174,267.84,1,1.868
175,268.235,5,1.284
176,275.0,5,2.431
177,280.0,5,2.261
178,280.03,1,6.612
179,281.205,2,2.165
180,284.85,2,7.011
181,285.52,2,2.101
182,289.975,5,5.049
183,290.905,4,2.008
184,291.18,2,1.015
185,291.265,3,1.249
186,291.73,5,11.63
187,291.97,3,2.815
188,292.54,2,1.794
189,292.805,3,2.211
190,296.0,1,2.979
191,296.955,4,7.115
192,299.49,2,1.281
193,300.14,4,6.854
194,300.185,2,3.269
195,300.385,4,5.659
196,300.615,5,0.825
197,301.17,5,3.888
198,301.79,2,3.603
199,301.92,2,2.198
200,304.02,3,4.531
201,310.0,4,2.215
202,310.575,4,5.387
203,312.205,4,10.364
204,312.415,1,8.539
205,313.74,2,3.861
206,316.335,2,3.818
207,316.545,2,2.471
208,317.59,2,4.794
209,318.76,4,7.795
210,322.335,5,2.106
211,324.42,1,8.23
212,326.92,2,1.399
213,329.615,4,3.757
214,331.995,4,0.861
215,334.585,3,0.716
216,340.0,1,7.102
217,342.975,2,8.45
218,344.015,1,4.525
219,345.405,3,0.932
220,345.555,1,4.994
221,345.68,2,2.959
222,345.7,5,4.288
223,347.205,5,2.608
224,347.695,1,1.254
225,348.385,5,6.482
226,350.08,5,4.59
227,350.175,5,2.145
228,350.205,3,1.005
229,350.395,2,4.427
230,350.655,3,1.228
231,350.71,2,3.648
232,350.745,5,3.928
233,350.925,1,6.978
234,351.09,1,2.644
235,351.79,3,3.997
236,352.115,5,3.836
237,352.595,1,14.387
238,352.615,5,3.15
239,355.1,4,5.399
240,355.145,5,4.31
241,355.755,1,7.321
242,355.91,3,1.114
243,356.215,3,4.588
244,357.135,2,2.155
245,357.34,1,6.549
246,358.47,2,8.381
247,360.49,5,3.481
248,363.385,5,3.489
249,363.645,2,1.379
250,367.8,2,0.415
251,367.845,4,2.632
252,368.015,5,2.426
253,370.045,2,2.191
254,370.455,3,6.41
255,371.125,3,10.053
256,371.9,2,3.552
257,373.105,3,2.419
258,373.205,4,2.546
259,375.2,4,3.182
260,377.19,3,5.464
261,378.01,3,4.593
262,378.33,4,1.094
263,380.725,1,1.705
264,380.96,2,3.593
265,384.855,5,6.379
266,385.11,1,1.441
267,385.98,3,13.664
268,386.31,2,6.404
269,386.36,1,6.19
270,386.54,4,3.381
271,389.255,3,6.495
272,390.415,3,12.607
273,390.445,4,4.101
274,390.61,4,0.772
275,390.625,2,0.938
276,390.805,3,2.083
277,390.9,1,6.369
278,391.055,1,1.837
279,391.595,3,8.094
280,391.855,3,4.9
281,393.91,1,6.03
282,395.52,3,4.606
283,395.53,1,4.341
284,396.0,4,2.324
285,396.27,5,2.282
286,396.46,2,2.011
287,399.44,2,6.65
288,400.065,5,3.327
289,400.335,4,3.736
290,400.47,4,2.729
291,400.93,3,0.651
292,401.025,5,2.019
293,401.53,4,1.955
294,402.44,4,1.361
295,403.8,1,1.592
296,405.45,4,3.294
297,405.89,1,0.469
298,406.62,5,6.942
299,408.2,4,1.825
300,408.34,4,3.73
301,411.655,2,7.408
302,414.72,4,2.742
303,415.305,1,5.975
304,415.635,4,2.05
305,417.185,4,7.71
306,417.275,2,1.229
307,418.815,5,6.001
308,420.975,4,1.985
309,421.06,2,1.562
310,422.285,2,4.55
311,424.205,2,1.326
312,430.0,2,1.81
313,430.435,5,0.5
314,431.595,5,3.729
315,432.18,4,5.733
316,432.72,1,0.658
317,433.175,2,8.932
318,437.915,2,2.624
319,439.06,5,9.167
320,440.035,3,3.87
321,440.655,5,2.216
322,440.86,4,0.508
323,442.93,1,1.617
324,443.905,2,4.58
325,446.705,5,5.186
326,446.79,4,6.881
327,449.345,5,3.855
328,450.95,2,1.508
329,451.39,1,3.956
330,452.9,1,14.917
331,453.71,2,2.002
332,455.14,3,1.264
333,455.45,1,2.548
334,455.52,5,2.771
335,455.645,5,8.715
336,455.96,1,1.442
337,456.26,4,8.793
338,457.54,3,6.417
339,457.685,1,3.463
340,457.81,1,2.978
341,465.0,4,12.557
342,465.39,5,1.137
343,465.85,2,1.842
344,466.205,1,9.118
345,469.76,2,2.247
346,472.47,2,8.563
347,474.35,5,2.714
348,475.865,1,3.651
349,476.51,3,7.244
350,477.115,1,6.185
351,477.5,2,1.807
352,478.35,1,4.843
353,480.41,1,6.21
354,481.945,5,2.075
355,483.07,5,4.935
356,483.41,1,5.843
357,485.03,1,9.169
358,487.005,1,3.467
359,487.765,2,3.746
360,488.65,1,0.588
361,495.005,2,3.019
362,495.195,2,2.385
363,495.715,3,9.337
364,496.615,3,4.267
365,497.99,2,3.424
366,498.595,3,5.75
367,500.685,5,2.052
368,504.955,2,6.467
