,timestamp,shard,load
609,60.435,65,1.624
610,60.44,49,2.337
611,60.495,56,6.007
612,60.595,83,1.579
613,60.62,29,3.87
614,60.645,38,3.334
615,60.66,13,1.832
616,60.705,55,11.111
617,60.745,81,2.067
618,60.79,26,5.664
619,60.89,14,6.611
620,60.91,24,9.807
621,60.95,30,9.17
622,61.21,77,7.284
623,61.42,15,4.134
624,61.705,68,5.868
625,63.37,55,1.235
626,65.0,32,5.425
627,65.005,62,4.311
628,65.015,68,0.921
629,65.025,95,4.37
630,65.025,47,3.078
631,65.035,90,7.383
632,65.065,43,4.006
633,65.07,81,5.206
634,65.08,82,1.356
635,65.085,51,4.882
636,65.1,8,1.107
637,65.1,56,6.888
638,65.105,74,6.609
639,65.115,76,1.999
640,65.12,78,0.321
641,65.17,50,3.236
642,65.195,62,7.084
643,65.205,20,5.676
644,65.225,40,7.857
645,65.23,83,3.252
646,65.23,56,0.36
647,65.23,64,2.99
648,65.24,27,11.278
649,65.255,57,6.064
650,65.28,46,7.511
651,65.315,27,1.657
652,65.325,11,2.118
653,65.325,28,5.712
654,65.37,83,3.735
655,65.375,60,1.01
656,65.39,77,1.094
657,65.425,29,0.541
658,65.47,99,2.401
659,65.545,46,2.483
660,65.555,77,5.566
661,65.555,55,4.994
662,65.56,8,1.005
663,65.56,100,5.764
664,65.61,66,6.395
665,65.645,12,3.072
666,65.69,10,2.266
667,66.08,18,3.19
668,66.17,64,4.042
669,66.225,8,4.954
670,66.31,64,3.069
671,66.7,67,0.338
672,66.935,77,3.835
673,67.84,23,6.305
674,70.0,12,4.346
675,70.01,22,4.94
676,70.015,99,5.046
677,70.03,34,1.763
678,70.03,16,0.989
679,70.035,2,5.972
680,70.045,63,0.879
681,70.05,91,3.44
682,70.06,13,4.096
683,70.08,43,1.354
684,70.085,14,0.892
685,70.085,34,6.08
686,70.105,22,1.981
687,70.105,18,7.425
688,70.11,43,5.577
689,70.115,15,8.12
690,70.115,29,4.106
691,70.12,80,2.959
692,70.135,93,3.365
693,70.14,34,6.356
694,70.14,11,2.095
695,70.15,19,1.35
696,70.155,34,12.413
697,70.185,3,1.889
698,70.2,46,3.068
699,70.22,98,15.689
700,70.22,8,0.278
701,70.23,33,1.647
702,70.23,11,5.558
703,70.265,66,2.178
704,70.265,71,2.894
705,70.31,80,8.371
706,70.365,87,3.2
707,70.41,14,0.464
708,70.41,78,10.284
709,70.445,76,2.342
710,70.45,23,4.643
711,70.475,4,2.182
712,70.485,54,2.419
713,70.51,74,2.571
714,70.51,30,8.552
715,70.53,60,12.855
716,70.545,54,3.405
717,70.55,60,11.957
718,70.55,58,2.979
719,70.615,37,11.582
720,70.66,81,3.871
721,70.68,53,2.192
722,70.76,42,5.847
723,70.81,97,3.375
724,70.835,75,8.291
725,70.855,33,4.642
726,70.855,60,3.666
727,70.92,62,8.878
728,71.11,59,0.877
729,71.575,94,3.961
730,73.47,42,5.75
731,75.005,61,4.455
732,75.025,32,9.925
733,75.03,75,3.408
734,75.035,94,5.08
735,75.035,15,1.278
736,75.04,75,3.948
737,75.045,34,7.427
738,75.075,34,10.666
739,75.09,72,4.769
740,75.095,5,6.404
741,75.1,93,5.843
742,75.115,78,3.757
743,75.12,87,7.371
744,75.12,20,2.367
745,75.13,69,10.373
746,75.145,75,5.985
747,75.155,6,2.65
748,75.155,81,3.273
749,75.19,82,1.104
750,75.19,89,2.894
751,75.21,41,2.09
752,75.235,7,2.189
753,75.24,86,3.212
754,75.28,36,4.75
755,75.28,64,4.707
756,75.285,52,10.484
757,75.29,53,4.507
758,75.295,83,3.197
759,75.32,11,3.071
760,75.325,80,4.426
761,75.335,69,2.589
762,75.345,75,1.371
763,75.345,33,5.349
764,75.35,83,4.651
765,75.365,24,1.371
766,75.375,14,3.372
767,75.41,82,15.376
768,75.43,31,5.415
769,75.435,43,11.257
770,75.46,58,4.439
771,75.465,80,2.792
772,75.465,15,1.369
773,75.48,82,5.526
774,75.52,93,2.429
775,75.525,43,1.26
776,75.555,34,4.776
777,75.725,93,2.986
778,75.745,60,2.047
779,75.745,78,1.281
780,75.76,12,11.47
781,75.8,70,11.614
782,75.8,63,6.103
783,75.82,6,4.701
784,75.835,44,1.146
785,75.84,36,4.519
786,75.86,29,4.311
787,75.945,1,4.108
788,75.965,20,5.626
789,76.065,90,0.812
790,76.15,16,2.001
791,76.16,35,0.965
792,76.16,79,9.885
793,76.325,22,9.194
794,76.69,69,2.472
795,76.755,60,1.959
796,80.0,85,3.922
797,80.005,32,1.408
798,80.02,87,3.486
799,80.025,53,2.306
800,80.03,77,3.597
801,80.04,40,7.001
802,80.065,83,1.373
803,80.07,15,0.89
804,80.11,26,2.736
805,80.11,58,1.216
806,80.115,92,4.604
807,80.145,5,5.454
808,80.15,7,4.036
809,80.18,29,0.918
810,80.195,89,5.975
811,80.21,94,6.481
812,80.215,10,2.633
813,80.215,71,2.209
814,80.215,12,2.102
815,80.23,56,3.481
816,80.25,49,1.763
817,80.255,2,2.109
818,80.26,23,0.746
819,80.285,75,6.579
820,80.29,93,2.031
821,80.325,69,1.52
822,80.345,8,5.015
823,80.35,19,5.382
824,80.36,62,7.887
825,80.43,48,1.511
826,80.43,8,4.558
827,80.49,41,5.037
828,80.515,58,1.895
829,80.525,4,2.793
830,80.59,24,5.056
831,80.59,21,15.169
832,80.595,55,2.646
833,80.615,79,3.51
834,80.625,81,1.618
835,80.685,6,3.662
836,80.8,85,0.913
837,80.8,89,2.87
838,81.015,39,10.474
839,81.03,84,0.647
840,81.045,78,1.998
841,81.07,51,6.774
842,81.17,45,11.056
843,81.355,76,6.627
844,81.375,25,4.359
845,81.68,95,3.348
846,81.745,57,2.792
847,81.935,23,2.52
848,85.005,80,9.395
849,85.005,39,0.801
850,85.005,61,0.892
851,85.015,70,3.589
852,85.05,19,2.502
853,85.065,16,9.183
854,85.08,21,3.807
855,85.095,28,4.77
856,85.1,79,3.886
857,85.1,29,1.816
858,85.12,20,3.528
859,85.125,41,6.274
860,85.125,41,13.5
861,85.135,49,4.07
862,85.135,76,5.803
863,85.14,38,1.21
864,85.145,48,8.162
865,85.175,93,2.285
866,85.205,52,2.637
867,85.215,58,2.399
868,85.255,78,0.978
869,85.3,6,3.268
870,85.335,85,1.237
871,85.335,93,1.541
872,85.4,35,4.831
873,85.415,1,3.257
874,85.415,59,6.989
875,85.51,21,3.193
876,85.515,100,2.069
877,85.52,32,6.125
878,85.63,90,5.527
879,85.67,70,4.188
880,85.725,19,7.585
881,85.74,77,8.857
882,85.795,90,6.97
883,85.815,99,4.783
884,85.825,70,3.513
885,85.915,17,4.322
886,85.985,48,14.242
887,86.045,69,0.84
888,86.1,34,1.48
889,86.195,48,0.86
890,86.32,42,2.084
891,86.715,26,0.7
892,87.985,38,2.986
893,90.015,71,3.901
894,90.02,63,0.135
895,90.025,74,4.089
896,90.04,81,0.355
897,90.08,85,6.765
898,90.095,85,8.075
899,90.115,81,5.271
900,90.145,43,2.788
901,90.16,4,7.019
902,90.175,44,8.037
903,90.185,83,9.126
904,90.195,41,6.518
905,90.21,42,8.317
906,90.23,83,4.293
907,90.25,14,3.706
908,90.25,50,0.909
909,90.28,9,1.948
910,90.29,91,4.553
911,90.29,79,7.277
912,90.31,26,4.39
913,90.345,54,2.66
914,90.365,77,8.058
915,90.42,74,1.055
916,90.435,39,7.181
917,90.45,84,2.574
918,90.455,53,4.279
919,90.49,4,8.56
920,90.49,89,2.127
921,90.505,87,4.775
922,90.52,44,1.989
923,90.54,3,0.53
924,90.565,60,7.739
925,90.58,39,8.303
926,90.6,10,8.869
927,90.655,16,3.877
928,90.69,85,2.578
929,90.71,2,0.97
930,90.72,92,1.91
931,90.73,1,3.097
932,90.84,38,1.209
933,90.845,43,1.411
934,90.91,30,0.151
935,91.005,68,0.884
936,91.005,22,1.117
937,91.045,65,3.916
938,91.045,53,0.86
939,91.09,17,4.064
940,91.165,44,0.291
941,91.32,5,0.518
942,91.355,3,5.851
943,91.505,56,3.154
944,91.9,53,6.291
945,95.005,50,13.174
946,95.005,34,2.783
947,95.03,98,2.969
948,95.03,15,1.513
949,95.04,45,4.411
950,95.045,99,10.048
951,95.055,22,1.237
952,95.055,55,1.73
953,95.075,69,1.882
954,95.09,48,6.688
955,95.09,11,2.268
956,95.1,25,1.381
957,95.165,15,4.513
958,95.215,45,2.258
959,95.215,86,1.808
960,95.255,13,7.816
961,95.295,63,1.092
962,95.295,48,11.084
963,95.3,71,1.092
964,95.32,66,2.358
965,95.36,56,1.143
966,95.365,61,2.372
967,95.375,53,0.218
968,95.39,51,3.968
969,95.405,39,9.675
970,95.415,65,4.584
971,95.42,74,1.584
972,95.45,38,1.055
973,95.49,95,3.971
974,95.5,78,3.854
975,95.515,78,2.909
976,95.53,29,4.782
977,95.54,75,1.684
978,95.595,58,3.016
979,95.705,22,6.118
980,95.965,17,3.418
981,95.985,82,1.313
982,96.085,93,0.492
983,96.36,22,3.923
984,96.435,68,4.379
985,96.535,2,4.573
986,96.58,97,1.339
987,96.685,66,2.505
988,96.7,14,12.4
989,96.84,55,1.455
990,100.005,68,2.851
991,100.01,85,10.734
992,100.02,70,1.056
993,100.04,74,2.895
994,100.04,7,2.158
995,100.065,96,7.144
996,100.065,77,1.209
997,100.07,70,0.828
998,100.085,30,3.364
999,100.1,62,3.321
1000,100.11,97,2.799
1001,100.115,22,5.08
1002,100.145,74,1.292
1003,100.155,64,1.175
1004,100.16,50,0.282
1005,100.17,75,4.3
1006,100.175,56,2.391
1007,100.21,14,1.011
1008,100.225,89,4.554
1009,100.235,49,0.463
1010,100.245,43,5.598
1011,100.25,12,6.548
1012,100.26,59,5.979
1013,100.265,39,3.291
1014,100.28,49,0.642
1015,100.315,96,3.257
1016,100.34,34,12.098
1017,100.34,93,2.409
1018,100.345,55,3.498
1019,100.375,3,2.53
1020,100.45,57,2.873
1021,100.45,6,3.821
1022,100.475,16,3.367
1023,100.53,56,4.827
1024,100.535,30,5.39
1025,100.555,90,8.99
1026,100.575,30,3.376
1027,100.585,1,1.774
1028,100.635,29,8.063
1029,100.655,22,5.911
1030,100.73,59,6.312
1031,100.76,65,17.204
1032,100.97,26,2.855
1033,101.135,37,1.801
1034,101.155,41,5.551
1035,101.165,40,0.869
1036,101.18,32,4.946
1037,101.195,46,0.966
1038,101.225,44,2.814
1039,101.275,26,7.245
1040,101.33,35,3.623
1041,101.65,98,1.846
1042,102.055,30,2.132
1043,105.01,84,2.358
1044,105.015,85,1.827
1045,105.02,62,0.621
1046,105.055,66,2.479
1047,105.07,82,3.645
1048,105.08,47,7.757
1049,105.08,45,5.994
1050,105.095,35,6.985
1051,105.11,58,4.084
1052,105.12,93,4.99
1053,105.135,76,4.142
1054,105.15,51,3.639
1055,105.155,71,12.791
1056,105.155,41,4.096
1057,105.195,99,10.17
1058,105.225,95,8.113
1059,105.225,75,3.638
1060,105.245,47,0.927
1061,105.245,27,4.745
1062,105.245,98,1.418
1063,105.255,4,4.771
1064,105.28,74,3.267
1065,105.295,2,3.769
1066,105.33,55,2.669
1067,105.34,97,3.611
1068,105.365,8,1.771
1069,105.37,89,1.679
1070,105.375,48,1.318
1071,105.385,50,2.167
1072,105.395,100,4.321
1073,105.41,52,2.728
1074,105.415,1,1.529
1075,105.44,25,4.55
1076,105.445,5,2.164
1077,105.505,44,3.751
1078,105.54,50,3.844
1079,105.57,18,1.217
1080,105.59,94,5.013
1081,105.605,36,3.321
1082,105.665,90,6.431
1083,105.735,97,4.532
1084,105.865,92,1.674
1085,105.91,27,0.687
1086,106.025,64,2.405
1087,106.055,82,1.507
1088,106.235,40,5.651
1089,106.245,58,1.651
1090,106.385,33,3.122
1091,106.44,86,0.293
1092,106.825,90,4.646
1093,107.435,63,1.439
1094,110.045,93,2.207
1095,110.06,34,1.039
1096,110.075,60,3.392
1097,110.1,80,3.411
1098,110.13,22,0.484
1099,110.135,27,2.857
1100,110.145,5,5.693
1101,110.165,21,1.924
1102,110.195,95,2.195
1103,110.22,98,2.137
1104,110.24,42,3.161
1105,110.245,20,5.949
1106,110.25,89,3.767
1107,110.255,25,5.347
1108,110.255,60,3.284
1109,110.28,65,1.045
1110,110.285,60,2.562
1111,110.29,90,1.118
1112,110.38,9,2.132
1113,110.385,9,3.128
1114,110.395,47,2.542
1115,110.48,28,0.658
1116,110.48,55,4.045
1117,110.5,43,2.562
1118,110.505,74,11.834
1119,110.555,51,5.024
1120,110.56,71,6.962
1121,110.575,58,4.331
1122,110.595,25,3.869
1123,110.62,72,5.521
1124,110.685,35,2.901
1125,110.69,59,4.44
1126,110.71,17,1.321
1127,110.72,18,3.931
1128,110.76,36,4.634
1129,110.86,46,1.574
1130,110.875,65,3.464
1131,110.925,35,0.595
1132,110.945,72,4.151
1133,110.98,57,4.282
1134,111.015,51,3.693
1135,111.05,100,2.805
1136,111.155,96,0.298
1137,111.35,22,2.602
1138,111.61,38,6.717
1139,111.67,14,5.47
1140,111.93,89,3.635
1141,115.005,14,3.42
1142,115.005,58,3.281
1143,115.015,60,3.183
1144,115.035,55,1.758
1145,115.04,86,1.71
1146,115.055,1,0.721
1147,115.075,34,6.002
1148,115.11,100,3.967
1149,115.12,32,3.762
1150,115.12,51,2.778
1151,115.125,38,5.385
